model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume
3 Series,2020,Middle East,Silver,Petrol,Automatic,3.9,86373,92226,9173
M3,2024,Africa,Blue,Electric,Automatic,2.2,189161,102142,9719
3 Series,2023,Africa,Black,Hybrid,Manual,2.2,41574,98324,506
i8,2020,Africa,Grey,Diesel,Manual,3.6,76744,61242,3289
X3,2024,South America,Blue,Hybrid,Automatic,3.8,35519,57670,6939
X5,2020,Europe,Black,Petrol,Manual,3.9,162539,47327,5756
X1,2024,Asia,Blue,Diesel,Automatic,4.0,150575,67895,4181
X6,2024,Asia,White,Hybrid,Manual,3.7,4650,74244,9074
3 Series,2024,South America,Grey,Petrol,Automatic,4.2,149065,47857,8369
3 Series,2020,North America,Silver,Electric,Automatic,2.1,112382,109628,7162
M3,2024,Asia,Blue,Diesel,Automatic,3.6,36017,90351,1218
i8,2022,Asia,Grey,Electric,Automatic,4.9,89811,65170,3691
3 Series,2023,North America,Grey,Diesel,Automatic,2.3,37608,70247,1665
X1,2020,Asia,Black,Petrol,Manual,3.4,100984,41191,6332
7 Series,2022,Europe,Red,Diesel,Manual,2.8,105720,50745,1419
7 Series,2022,Africa,White,Diesel,Manual,2.7,61478,64593,2936
5 Series,2024,South America,White,Hybrid,Manual,5.0,36176,47085,1985
i3,2021,South America,Red,Diesel,Manual,3.3,62192,79330,8772
i8,2024,North America,Black,Electric,Automatic,4.3,198088,30246,9181
i8,2022,Middle East,Blue,Diesel,Automatic,4.0,77193,62412,9634
X5,2024,Africa,Blue,Petrol,Automatic,2.3,182659,46008,8583
i3,2020,South America,Black,Diesel,Automatic,3.5,5144,73618,6386
5 Series,2023,Asia,Black,Diesel,Automatic,4.0,44304,102083,5437
7 Series,2023,Middle East,Black,Electric,Automatic,4.5,161293,102092,7726
5 Series,2022,Middle East,Blue,Diesel,Automatic,1.5,99016,109091,5266
X1,2020,Africa,Grey,Hybrid,Manual,3.2,92429,74029,2615
i3,2022,Middle East,Grey,Diesel,Automatic,2.4,56977,50103,7574
5 Series,2020,North America,White,Electric,Manual,4.5,108531,69600,4381
X6,2022,North America,Black,Diesel,Automatic,4.7,95532,101265,3843
i3,2023,Asia,Grey,Petrol,Automatic,4.5,99481,34104,4248
M5,2021,Asia,Silver,Electric,Automatic,4.4,131748,43175,6264
i3,2020,Europe,Black,Diesel,Manual,3.1,172259,55298,1843
i8,2020,Middle East,Silver,Petrol,Manual,2.2,29617,91858,9795
M5,2024,North America,White,Hybrid,Manual,2.7,46455,52103,956
M3,2021,Europe,Grey,Electric,Manual,3.2,199923,83540,4348
7 Series,2023,North America,Red,Diesel,Automatic,3.6,171165,119332,9473
i3,2021,South America,Black,Hybrid,Manual,3.2,74396,45100,3605
i3,2021,South America,Red,Petrol,Manual,4.6,59888,57977,7532
M5,2023,Middle East,Red,Diesel,Automatic,3.7,175316,72804,6261
i8,2020,Europe,Blue,Electric,Automatic,5.0,118959,76599,3852
X1,2020,South America,Silver,Hybrid,Manual,4.8,55558,34670,1770
3 Series,2021,North America,Silver,Petrol,Automatic,2.5,182982,84404,3310
3 Series,2021,Asia,Grey,Electric,Manual,1.6,160368,50115,3887
M3,2023,Asia,Grey,Electric,Automatic,3.9,110368,72377,929
5 Series,2020,North America,Black,Electric,Manual,4.9,176687,111117,7754
7 Series,2023,Middle East,White,Diesel,Automatic,4.9,64318,108479,6417
M5,2020,Africa,Grey,Petrol,Automatic,4.3,125488,101188,9742
7 Series,2023,Middle East,Grey,Hybrid,Automatic,4.4,81584,37942,5273
i8,2024,North America,Silver,Electric,Manual,2.2,129215,56709,3186
X3,2022,Europe,Red,Petrol,Manual,4.1,82612,65907,7150
X3,2024,Asia,White,Hybrid,Automatic,4.9,2471,75590,9125
M3,2023,Africa,Blue,Electric,Manual,3.9,52982,112819,1412
i3,2022,Middle East,Black,Electric,Automatic,3.4,67836,83786,3734
i8,2022,Europe,Black,Diesel,Manual,4.9,141934,91993,1639
5 Series,2024,Africa,Red,Hybrid,Manual,4.3,189576,106108,1262
X3,2023,Africa,White,Hybrid,Automatic,5.0,167318,32745,6533
7 Series,2022,Asia,White,Electric,Manual,3.7,58343,97236,5818
X1,2021,Europe,Blue,Petrol,Automatic,3.6,155142,81974,4117
M5,2023,North America,Silver,Hybrid,Manual,3.7,67749,38414,6626
5 Series,2020,North America,Red,Electric,Automatic,2.6,43506,113997,528
M3,2021,South America,Silver,Diesel,Automatic,2.9,25835,103006,8095
5 Series,2020,Africa,White,Petrol,Manual,4.7,54824,77585,4410
X6,2021,South America,Red,Hybrid,Manual,4.3,26639,38109,9757
X3,2020,North America,Silver,Petrol,Automatic,4.5,7737,35342,103
i8,2020,Middle East,White,Petrol,Manual,4.2,84564,91684,5772
M3,2022,Europe,Silver,Diesel,Automatic,1.7,117728,102391,2865
X1,2024,South America,Black,Hybrid,Automatic,1.9,20866,64649,7410
i3,2020,North America,Grey,Hybrid,Automatic,4.4,110538,72194,5540
3 Series,2021,Middle East,Blue,Electric,Automatic,2.5,91036,95036,8126
5 Series,2024,Europe,Silver,Electric,Manual,2.3,21581,97676,7256
i3,2023,South America,Blue,Hybrid,Automatic,3.1,12512,30020,3916
X6,2024,South America,Grey,Diesel,Manual,4.7,63944,115714,9858
3 Series,2020,North America,Grey,Diesel,Manual,1.7,3601,53402,6704
X3,2020,North America,Black,Diesel,Manual,1.8,50964,43962,9066
X6,2020,South America,Blue,Electric,Manual,4.2,164515,102790,713
X1,2021,Middle East,Black,Electric,Automatic,4.6,49250,30102,520
M5,2022,Africa,Blue,Petrol,Automatic,2.7,16481,115540,8042
i8,2024,North America,Silver,Electric,Automatic,1.9,82991,55575,6308
X1,2020,Africa,Silver,Electric,Manual,3.9,43633,60050,9816
i3,2020,Africa,White,Diesel,Manual,1.8,88388,110858,2132
X1,2023,Africa,Silver,Electric,Automatic,1.6,134024,109059,2843
7 Series,2022,North America,Black,Diesel,Manual,2.8,157407,66838,6931
X6,2021,Middle East,White,Electric,Manual,4.0,179732,94196,5043
X1,2022,Africa,Red,Electric,Automatic,4.3,86993,103859,9243
i3,2022,Middle East,Black,Diesel,Manual,1.6,183126,74043,2326
X1,2023,Europe,White,Hybrid,Automatic,2.8,176677,101646,2846
X6,2020,Africa,White,Petrol,Automatic,3.4,68245,99103,2258
X6,2020,Middle East,White,Petrol,Manual,1.8,30008,52193,4792
X6,2024,South America,Black,Hybrid,Manual,2.1,21052,61551,3066
X5,2021,Africa,White,Petrol,Manual,2.2,140880,105344,7669
3 Series,2024,Middle East,Blue,Hybrid,Automatic,3.9,174156,47409,9122
X6,2024,Middle East,Silver,Hybrid,Manual,3.4,112359,42249,3217
X3,2022,Africa,Blue,Electric,Manual,4.1,68870,118823,9537
M5,2020,South America,Blue,Diesel,Automatic,2.2,182862,62047,7940
X1,2020,Asia,Black,Hybrid,Automatic,2.7,97901,79001,7215
X6,2021,North America,Grey,Petrol,Manual,3.6,14429,106778,7944
X6,2020,Europe,Grey,Petrol,Automatic,1.8,29881,84427,6340
X1,2022,Middle East,White,Electric,Automatic,4.9,92675,77007,8369
5 Series,2024,Middle East,Silver,Hybrid,Manual,1.7,131392,68498,2658
X6,2024,North America,Silver,Electric,Automatic,4.2,183962,52777,9819
X5,2024,Middle East,Red,Petrol,Manual,2.8,176205,119196,5003
i8,2023,Middle East,Silver,Hybrid,Manual,2.2,58967,61397,6173
M3,2020,Asia,Grey,Petrol,Manual,3.1,90304,98236,6618
M5,2020,North America,Blue,Diesel,Automatic,2.8,808,62751,2996
i8,2022,North America,Silver,Hybrid,Manual,2.1,83753,41042,1091
5 Series,2023,South America,Black,Diesel,Manual,2.5,154005,92804,3173
M5,2020,South America,Black,Hybrid,Automatic,4.7,100730,97738,9865
i3,2023,Asia,Silver,Diesel,Manual,3.3,176991,65537,6442
X6,2024,Middle East,Red,Hybrid,Automatic,4.6,95093,34608,1237
7 Series,2020,South America,Silver,Diesel,Automatic,1.9,15631,95966,9495
5 Series,2024,North America,Black,Petrol,Manual,3.2,197179,80402,627
M5,2022,Africa,Blue,Hybrid,Manual,4.4,60930,66305,851
X3,2023,Asia,Black,Electric,Manual,2.0,36067,30228,9270
7 Series,2020,Europe,Red,Petrol,Automatic,4.9,12962,38874,1539
M3,2023,Asia,Blue,Petrol,Automatic,2.7,94071,48092,5741
3 Series,2023,South America,Silver,Hybrid,Manual,1.9,135332,67731,5581
i8,2022,Africa,White,Hybrid,Automatic,2.1,97387,88015,3299
i3,2020,Europe,Silver,Electric,Manual,4.7,167818,110515,7756
5 Series,2021,Middle East,Red,Petrol,Manual,4.8,123183,61910,5856
i3,2021,Africa,Black,Petrol,Automatic,4.7,32839,56089,6335
X5,2020,Middle East,Black,Petrol,Automatic,2.6,10322,73416,3070
i8,2022,Africa,Black,Electric,Manual,1.6,79872,68935,8663
3 Series,2020,Asia,Black,Electric,Automatic,3.3,129028,59749,5110
i3,2020,Europe,White,Diesel,Manual,3.9,24219,88148,4333
X6,2021,Europe,Red,Diesel,Manual,3.8,138223,31724,3499
M3,2021,Middle East,White,Petrol,Automatic,3.3,64711,50694,1283
7 Series,2020,North America,Silver,Petrol,Automatic,3.9,196176,96611,8857
i8,2024,South America,White,Hybrid,Automatic,2.0,158202,100376,7203
7 Series,2021,Asia,Blue,Hybrid,Manual,3.8,165101,34116,3926
X1,2024,Africa,Grey,Diesel,Manual,3.2,43969,109133,5676
X1,2020,Asia,Red,Hybrid,Manual,3.6,53696,87686,6209
i3,2022,South America,Black,Petrol,Automatic,4.0,146100,97550,5462
X5,2022,Africa,Silver,Diesel,Manual,3.9,27000,116432,3399
i3,2020,Africa,Black,Hybrid,Automatic,2.6,156888,35303,4896
X6,2021,Europe,Red,Hybrid,Manual,3.9,154022,95105,7255
7 Series,2024,Africa,Black,Diesel,Automatic,3.8,132010,94762,7656
3 Series,2023,Africa,Red,Petrol,Manual,1.9,138628,95841,662
3 Series,2022,Europe,Grey,Electric,Manual,4.8,141291,95805,8869
3 Series,2021,Asia,White,Hybrid,Manual,2.2,72310,83444,5547
X3,2022,South America,White,Diesel,Manual,2.6,175521,92874,2782
M5,2024,Middle East,Blue,Electric,Automatic,2.9,40597,99242,7793
M5,2021,Europe,Grey,Petrol,Automatic,1.7,33806,71085,8778
X5,2021,Africa,Red,Hybrid,Manual,3.5,84274,106393,5770
M5,2020,Middle East,Silver,Petrol,Manual,2.8,5272,85048,6989
3 Series,2022,South America,Black,Hybrid,Automatic,2.0,28738,70039,8560
3 Series,2024,Middle East,Black,Petrol,Manual,3.1,68779,95355,5349
7 Series,2022,Asia,Silver,Electric,Manual,4.7,86118,66413,1669
M5,2023,Asia,Silver,Petrol,Automatic,2.4,11295,85115,9866
M3,2023,South America,Blue,Petrol,Manual,1.8,67028,80089,930
X6,2022,Middle East,White,Hybrid,Manual,2.9,128375,59954,832
i3,2022,Asia,Silver,Diesel,Automatic,1.9,166613,99002,1116
X5,2021,North America,Grey,Electric,Manual,2.3,39145,47984,2837
7 Series,2023,Europe,Blue,Hybrid,Manual,4.7,176930,72183,4269
i8,2024,North America,Silver,Hybrid,Manual,2.2,98133,93044,7412
M3,2022,South America,Black,Electric,Automatic,4.8,108012,98589,7004
M3,2024,Africa,Blue,Diesel,Manual,2.8,177984,55191,8505
7 Series,2022,South America,Grey,Petrol,Automatic,4.3,66921,59256,7878
M3,2023,North America,White,Hybrid,Automatic,4.6,81071,102500,5625
M5,2024,Africa,Black,Hybrid,Automatic,4.5,183978,65561,9871
X3,2022,North America,Red,Electric,Automatic,4.7,8465,102170,185
X5,2021,Europe,Blue,Diesel,Automatic,2.9,138641,77349,6539
3 Series,2023,Europe,Grey,Petrol,Manual,4.9,76449,59250,8215
7 Series,2023,Africa,Silver,Electric,Manual,3.9,110878,67043,6299
M5,2023,Asia,Black,Petrol,Manual,1.9,159799,62335,961
X5,2020,South America,Red,Diesel,Automatic,4.7,344,114810,9100
X3,2023,North America,White,Electric,Manual,4.7,43295,43385,4137
7 Series,2024,Asia,Red,Petrol,Automatic,4.9,102029,84994,1134
3 Series,2021,South America,Black,Hybrid,Automatic,3.1,130426,65568,642
X1,2021,Africa,Red,Petrol,Manual,3.3,171919,67515,7237
M3,2020,Africa,Blue,Diesel,Manual,2.6,135006,77329,7967
M5,2023,North America,Red,Diesel,Automatic,3.8,184440,55731,3267
X3,2024,Africa,Red,Petrol,Manual,2.0,95051,116493,2206
X6,2024,South America,Black,Hybrid,Manual,4.7,48591,64222,3587
X5,2024,Asia,Blue,Petrol,Automatic,3.5,142981,99573,1807
i8,2023,Middle East,Red,Electric,Manual,3.1,72474,111191,3239
i3,2021,Asia,Blue,Hybrid,Automatic,4.3,141008,51159,7499
X6,2020,South America,Silver,Petrol,Manual,3.1,29324,64197,2140
X1,2022,Europe,Blue,Hybrid,Automatic,2.5,188911,63310,1361
M3,2024,South America,Silver,Diesel,Manual,1.8,40984,68436,3883
i8,2023,Asia,Red,Electric,Automatic,2.7,155259,76903,2578
5 Series,2024,South America,White,Petrol,Automatic,3.6,170451,57017,3473
X6,2022,Asia,Grey,Hybrid,Automatic,2.5,150159,32520,715
i3,2022,Europe,Black,Petrol,Automatic,3.9,31789,48063,1998
M5,2022,North America,White,Petrol,Manual,2.2,187738,64441,5224
M5,2024,Asia,Black,Diesel,Automatic,4.3,93468,82383,1539
M5,2022,Europe,White,Petrol,Manual,3.5,130550,83530,7854
X5,2022,Middle East,Black,Hybrid,Manual,2.4,177728,119366,4613
X1,2022,Europe,Red,Diesel,Automatic,3.6,69908,54156,9655
X3,2022,North America,Grey,Petrol,Automatic,3.4,90673,43301,3232
5 Series,2023,Middle East,Grey,Petrol,Manual,4.0,21803,107465,6787
i3,2020,Asia,Grey,Diesel,Manual,1.6,89096,38942,9424
7 Series,2020,Middle East,Black,Petrol,Manual,2.3,82380,88572,215
7 Series,2022,South America,Silver,Petrol,Automatic,2.7,132133,32926,9205
3 Series,2024,Middle East,White,Hybrid,Manual,4.3,2171,50492,2019
3 Series,2022,North America,Red,Petrol,Manual,4.8,151076,96990,4904
3 Series,2020,Middle East,White,Electric,Manual,3.0,70730,60204,388
X1,2021,South America,Red,Petrol,Manual,3.5,12278,114310,6208
5 Series,2021,Middle East,Silver,Hybrid,Automatic,3.3,46555,87027,6445
X6,2022,Middle East,Blue,Petrol,Automatic,4.6,112073,109423,1185
i3,2021,Africa,Blue,Petrol,Automatic,3.4,138527,113783,348
X6,2023,Africa,White,Petrol,Automatic,2.0,93223,33542,1015
5 Series,2022,North America,Red,Electric,Manual,1.9,79876,31421,9321
M5,2022,South America,Grey,Hybrid,Manual,2.2,156424,118635,9213
X6,2024,Asia,Black,Petrol,Manual,3.8,29126,54492,9664
X3,2020,Middle East,Silver,Diesel,Automatic,3.8,100269,49448,6640
M3,2023,South America,Blue,Electric,Manual,3.5,93184,46841,5036
X1,2023,Africa,Red,Diesel,Automatic,2.9,13552,112370,5189
i8,2021,South America,Grey,Diesel,Automatic,4.9,79380,87409,3250
3 Series,2024,South America,White,Hybrid,Manual,2.6,167279,80804,9636
i8,2024,Europe,White,Petrol,Automatic,2.2,55088,110401,3732
X3,2021,South America,Black,Petrol,Manual,3.8,100065,113921,7619
X1,2022,Europe,Silver,Electric,Manual,4.0,163350,91757,7332
X6,2022,North America,Grey,Electric,Automatic,4.0,89808,74782,1091
5 Series,2022,South America,Silver,Diesel,Manual,3.1,191847,72436,7054
i8,2024,Africa,White,Hybrid,Automatic,2.1,119156,92009,9427
i3,2022,Middle East,Blue,Electric,Manual,1.7,185606,38244,5099
X1,2020,Middle East,Red,Petrol,Manual,4.0,199394,33076,6352
7 Series,2022,North America,Silver,Electric,Automatic,1.8,102931,35349,4147
M5,2023,North America,Red,Petrol,Manual,2.0,198379,82939,7457
X1,2020,North America,Red,Hybrid,Manual,4.6,35972,35724,9388
X6,2023,North America,Silver,Electric,Automatic,3.5,128864,31553,7400
X6,2020,Asia,Red,Hybrid,Manual,3.7,25652,39931,1661
5 Series,2021,Europe,Blue,Petrol,Automatic,3.0,39182,75835,2323
M5,2020,Africa,Grey,Hybrid,Manual,4.4,35665,40317,1477
M3,2024,North America,Blue,Electric,Manual,4.6,81313,65789,3137
X5,2020,Africa,Black,Electric,Automatic,3.3,134892,105123,8670
5 Series,2020,North America,Red,Petrol,Manual,4.4,34004,52342,3404
5 Series,2023,North America,White,Petrol,Automatic,4.8,36561,102314,9259
i8,2020,Middle East,Blue,Hybrid,Manual,3.3,19251,75501,3775
X6,2023,Middle East,Silver,Diesel,Automatic,3.6,11874,93915,5757
X1,2021,South America,Blue,Electric,Automatic,1.6,155565,39365,5259
X1,2024,North America,Black,Electric,Manual,4.1,167617,99163,6860
M3,2021,Africa,Silver,Diesel,Manual,4.2,44456,69578,4850
5 Series,2022,North America,White,Petrol,Automatic,4.0,135579,105054,4923
X6,2024,Asia,White,Petrol,Manual,3.0,54523,116484,3178
7 Series,2022,Africa,Grey,Electric,Automatic,1.6,1615,117623,1052
M5,2023,Middle East,Blue,Electric,Manual,4.0,100117,63971,588
i3,2021,Europe,Grey,Diesel,Manual,4.8,27465,35179,1056
X3,2022,South America,White,Petrol,Manual,4.7,4259,81773,801
M5,2020,North America,Grey,Petrol,Manual,4.4,32198,57698,8422
X6,2021,North America,Blue,Petrol,Automatic,3.3,98434,77627,8096
5 Series,2024,North America,Silver,Hybrid,Automatic,2.4,140511,44038,9885
M3,2021,North America,Black,Electric,Manual,3.3,153150,50726,4872
3 Series,2022,Africa,White,Diesel,Automatic,2.4,82269,109492,112
i3,2024,Middle East,Silver,Diesel,Automatic,3.0,8211,31222,9752
X5,2023,Middle East,Grey,Petrol,Automatic,2.5,85613,69258,6332
X5,2021,South America,Black,Petrol,Automatic,4.3,176459,92967,9793
3 Series,2022,Middle East,Grey,Petrol,Manual,2.2,171644,30159,7580
M5,2022,Asia,White,Diesel,Manual,1.8,139132,54910,3243
i3,2020,Africa,Red,Petrol,Automatic,3.8,166727,57067,5202
i3,2020,Europe,Red,Hybrid,Automatic,2.2,2257,112901,9385
X6,2022,Africa,Grey,Petrol,Automatic,4.8,125375,49851,4976
i8,2020,Middle East,Black,Hybrid,Automatic,2.3,12137,97777,9018
X3,2023,South America,Red,Petrol,Automatic,4.9,58942,36340,1569
i3,2023,North America,White,Petrol,Manual,2.6,115114,42579,6487
i3,2021,South America,Black,Hybrid,Manual,3.8,149701,69371,5235
X3,2021,Middle East,Silver,Hybrid,Automatic,1.9,150684,43055,8202
5 Series,2020,North America,Grey,Diesel,Automatic,3.7,8593,55436,4747
i8,2024,Europe,White,Diesel,Manual,4.7,74346,58556,4483
i8,2021,Europe,Blue,Hybrid,Manual,3.7,151544,53058,1736
X1,2023,Europe,Silver,Electric,Manual,2.7,152116,51764,3777
X6,2023,Asia,Red,Electric,Manual,2.2,199318,67306,1189
i8,2024,Middle East,Blue,Diesel,Automatic,4.2,129655,114420,4651
3 Series,2023,Europe,Blue,Diesel,Manual,2.0,154333,62794,4666
3 Series,2022,Asia,Black,Diesel,Manual,4.0,58517,43454,1218
5 Series,2023,Europe,Silver,Petrol,Manual,3.9,133417,43876,9965
X1,2022,Europe,Silver,Hybrid,Automatic,4.8,190403,59530,1124
i8,2021,Europe,White,Diesel,Manual,4.0,91623,95050,8202
X3,2023,North America,White,Diesel,Automatic,2.9,86390,74021,255
5 Series,2022,Middle East,Red,Petrol,Manual,1.6,78233,99270,7582
7 Series,2020,Asia,Silver,Petrol,Automatic,4.7,72597,73650,5057
X6,2024,Africa,Black,Electric,Manual,2.6,17897,66995,1833
X5,2024,Africa,Red,Hybrid,Manual,4.1,197006,44388,7926
X3,2021,Africa,Silver,Hybrid,Automatic,2.6,31809,45266,3141
7 Series,2021,Asia,Black,Electric,Automatic,3.4,107088,51591,6107
i3,2024,Africa,Grey,Electric,Automatic,4.8,41149,114496,9011
i3,2022,South America,Silver,Electric,Automatic,3.6,43763,47611,9694
5 Series,2024,South America,Black,Hybrid,Automatic,2.8,102271,99531,2354
M5,2021,Asia,Silver,Hybrid,Manual,3.2,63241,34929,9169
X1,2023,South America,Grey,Petrol,Automatic,2.1,69335,48665,3762
M3,2023,Africa,Red,Diesel,Manual,3.8,59746,60848,7089
X3,2020,Middle East,Silver,Diesel,Manual,4.0,89537,77692,231
X3,2024,Europe,Silver,Petrol,Manual,1.9,22376,101357,5681
M3,2022,Asia,Red,Hybrid,Manual,1.7,91621,117221,8916
X6,2022,South America,Red,Diesel,Manual,2.9,157938,84490,4065
X5,2020,South America,White,Hybrid,Manual,1.7,192282,85154,8683
X5,2022,Middle East,Blue,Electric,Automatic,4.8,143029,81006,9894
3 Series,2020,South America,White,Diesel,Automatic,3.4,199144,33082,4012
X6,2021,South America,Silver,Diesel,Automatic,2.4,156943,119981,4544
X3,2020,Middle East,Red,Hybrid,Automatic,2.0,32283,80424,6875
X6,2022,Middle East,Grey,Electric,Automatic,2.6,160731,58893,2410
X1,2024,Middle East,Black,Electric,Automatic,3.7,77544,64798,5572
X1,2020,Africa,Black,Hybrid,Manual,4.9,186901,106163,6573
i8,2022,North America,White,Electric,Automatic,3.5,84710,105511,8659
3 Series,2022,North America,Black,Electric,Automatic,4.4,157364,46675,9265
5 Series,2020,South America,Silver,Hybrid,Automatic,1.7,72840,101847,343
M5,2024,North America,Silver,Petrol,Manual,3.4,164265,91123,4792
M5,2024,Europe,Grey,Hybrid,Automatic,2.1,163962,74299,5971
i8,2022,Europe,Silver,Electric,Automatic,3.1,69685,48392,7479
M5,2022,North America,Grey,Electric,Automatic,5.0,15690,48682,6849
M3,2020,Africa,Blue,Diesel,Automatic,3.6,123378,85966,8176
5 Series,2020,South America,White,Electric,Manual,1.8,79369,87124,8693
i3,2020,Europe,Black,Electric,Automatic,1.9,16069,113859,4817
7 Series,2023,Asia,Black,Hybrid,Automatic,3.5,186112,97411,411
3 Series,2024,South America,Black,Hybrid,Automatic,1.8,133932,88522,5883
3 Series,2021,Europe,Grey,Electric,Manual,3.5,62218,63167,2664
X1,2024,Africa,Blue,Hybrid,Manual,2.5,3290,100203,429
M3,2023,North America,Red,Hybrid,Automatic,3.7,133484,99774,6246
i3,2024,Middle East,Blue,Electric,Automatic,3.8,94001,81465,4625
3 Series,2020,South America,Black,Petrol,Automatic,4.1,53603,49836,3085
M5,2022,Europe,Grey,Hybrid,Automatic,3.6,112178,87966,7148
5 Series,2022,Europe,Black,Diesel,Manual,3.0,164556,47207,6786
X3,2022,North America,White,Diesel,Manual,2.2,160267,83448,4599
i8,2024,Europe,Grey,Hybrid,Automatic,2.0,42311,47053,1336
X5,2020,Europe,Black,Petrol,Manual,3.4,185699,45300,4716
X1,2022,South America,Blue,Hybrid,Automatic,2.6,36718,112450,7816
M5,2020,Middle East,Grey,Electric,Automatic,3.5,175225,88625,1824
3 Series,2020,Asia,Silver,Petrol,Manual,4.2,24768,68622,9527
X6,2023,South America,White,Electric,Automatic,3.5,4978,84719,5354
i8,2021,North America,White,Electric,Manual,4.8,187927,38969,8409
X6,2024,Africa,Grey,Petrol,Manual,1.6,60453,106709,5398
X5,2020,South America,Grey,Electric,Automatic,4.4,186527,92630,1081
i8,2021,Africa,Blue,Petrol,Automatic,4.2,125771,75766,6901
i8,2023,South America,Grey,Petrol,Automatic,3.2,183082,45064,6896
X6,2020,South America,Black,Electric,Automatic,2.5,89216,78961,4262
i8,2020,Middle East,Blue,Electric,Manual,5.0,141905,94283,8779
X5,2022,Asia,White,Diesel,Automatic,3.5,34086,110520,4371
i3,2020,Asia,Silver,Petrol,Automatic,2.3,88241,64460,7150
X5,2020,Asia,Red,Diesel,Manual,2.8,39130,42383,8195
X5,2021,Middle East,Blue,Electric,Manual,2.1,24599,119696,3286
i8,2020,Europe,White,Petrol,Manual,3.8,104701,103888,8160
X6,2024,North America,Red,Diesel,Manual,1.8,143003,34854,4948
X6,2024,Africa,Blue,Electric,Automatic,3.9,173395,103934,8058
M3,2021,Europe,Red,Diesel,Manual,4.3,22024,64635,1780
